Review text,Ratings,sentiment,clean_review
It is very good or u can say best also. I fell in water many time and its still working the bestREAD MORE,5,1,good say best also fell water many time still working bestread
Got original product from flip cartREAD MORE,5,1,got original product flip cartread
Thanks for speed dileviredREAD MORE,4,1,thanks speed dileviredread
got the best price...thanks FKREAD MORE,5,1,got best price thanks fkread
product as describedREAD MORE,5,1,product describedread
Excellent delivered productREAD MORE,5,1,excellent delivered productread
Thank you flip card for the best product. Though it was my first shopping still then it was awesome.READ MORE,5,1,thank flip card best product though first shopping still awesome read
best shuttle everREAD MORE,5,1,best shuttle everread
"fantastic original product, if you are having a doubt, just don't worry, go for it .READ MORE",5,1,fantastic original product doubt worry read
Nice product.. Delivered on time.. Thank you flipkartREAD MORE,5,1,nice product delivered time thank flipkartread
good for practice...READ MORE,4,1,good practice read
no doubt universally the best.READ MORE,5,1,doubt universally best read
Nice and original one.. Go. For itREAD MORE,5,1,nice original one itread
this product is amazing I love itREAD MORE,5,1,product amazing love itread
a good one ..nice durabilityREAD MORE,5,1,good one nice durabilityread
"Good, faster delivery... Thanks flipkart...READ MORE",4,1,good faster delivery thanks flipkart read
worth of moneyREAD MORE,5,1,worth moneyread
received packing looseREAD MORE,1,0,received packing looseread
it's a genuine and of good quality. go for itREAD MORE,5,1,genuine good quality itread
many shuttles started having wobbly flight on second day of platingREAD MORE,1,0,many shuttle started wobbly flight second day platingread
Good product with on time delivery. Loved it.READ MORE,5,1,good product time delivery loved read
i was ordered 2 pillars one was damaged but shuttle is goodREAD MORE,4,1,ordered pillar one damaged shuttle goodread
awesome product loved itREAD MORE,5,1,awesome product loved itread
"Waste product, ball so worst pls next time with good quality. Pls change the next time seller l.READ MORE",1,0,waste product ball worst pls next time good quality pls change next time seller read
Great shuttles....Even better than the ones available in the shops right now..READ MORE,5,1,great shuttle even better one available shop right read
Good quality shuttles were delivered and I am happy with the purchaseREAD MORE,5,1,good quality shuttle delivered happy purchaseread
👌👌👌READ MORE,5,1,read
shipped within 24 hours. thanks for the quick deliveryREAD MORE,5,1,shipped within hour thanks quick deliveryread
really worth paying..best suited for outdoor and indoor as wellREAD MORE,5,1,really worth paying best suited outdoor indoor wellread
"Best one for this budget. Even though I am a badminton novices, I still could feel the difference between this shuttle and other products.This is has very similar characteristics to a feather shuttle but lasts much longer.READ MORE",5,1,best one budget even though badminton novice still could feel difference shuttle product similar characteristic feather shuttle last much longer read
Good. User friendlyREAD MORE,5,1,good user friendlyread
satisfiedREAD MORE,4,1,satisfiedread
durable and happy with this product.READ MORE,5,1,durable happy product read
good shuttlecock.... Can play 8-9 regerous games....READ MORE,5,1,good shuttlecock play regerous game read
Nice cpcks working goodREAD MORE,4,1,nice cpcks working goodread
It's just what I wanted. Prompt delivery.READ MORE,5,1,wanted prompt delivery read
good product at  low cost in comparision to marketREAD MORE,5,1,good product low cost comparision marketread
genuine. good product and serviceREAD MORE,5,1,genuine good product serviceread
Nice....READ MORE,4,1,nice read
Very good for both professionals and for training alsoREAD MORE,5,1,good professional training alsoread
Thank you. Nice to have at that price.READ MORE,5,1,thank nice price read
good product in low priceREAD MORE,5,1,good product low priceread
excellent product.simply we get cheaper than market.READ MORE,5,1,excellent product simply get cheaper market read
very good. rate relatively lessREAD MORE,5,1,good rate relatively lessread
thanks to flipkartREAD MORE,5,1,thanks flipkartread
gud nice product better to play for training purposesREAD MORE,5,1,gud nice product better play training purposesread
Good for intermediate players. A shuttle lasts for 4 to 6 games.READ MORE,4,1,good intermediate player shuttle last game read
Received Original productREAD MORE,5,1,received original productread
very gugREAD MORE,5,1,gugread
Good Shuttle for BeginnersREAD MORE,4,1,good shuttle beginnersread
very..good productREAD MORE,5,1,good productread
Perfect for meREAD MORE,5,1,perfect meread
Found with a Decent price at Flipkart and The Manufacturing date was only three months old. So I am very satisfied with this deal.READ MORE,5,1,found decent price flipkart manufacturing date three month old satisfied deal read
"prfect product, perfect delivery.READ MORE",5,1,prfect product perfect delivery read
Shuttles are goodREAD MORE,4,1,shuttle goodread
Superb product and love the fast serive of flipkartREAD MORE,5,1,superb product love fast serive flipkartread
Get Best priceREAD MORE,5,1,get best priceread
Got it delivered very next day..good quality shuttle at this priceREAD MORE,5,1,got delivered next day good quality shuttle priceread
Timely complete service..READ MORE,5,1,timely complete service read
"Nice product,READ MORE",5,1,nice product read
Good  for Daily practiceREAD MORE,5,1,good daily practiceread
Excellent product.READ MORE,5,1,excellent product read
I got what I have expected.....READ MORE,5,1,got expected read
On time delivery and 699/- is a good price.READ MORE,5,1,time delivery good price read
Received product in excellent condition. Good packing and quick delivery. Keep it up Flipkart.READ MORE,5,1,received product excellent condition good packing quick delivery keep flipkart read
delivery is fast as expected... tq ekart logisticsREAD MORE,5,1,delivery fast expected ekart logisticsread
"Great product at best price at Rs 699 in Flipkart. They new stock as well. The shuttle is slow which is good. Also, the advantage of using this shuttle is that most tournaments hosted here in India at intermediate plus level use Yonex Mavis 350.READ MORE",5,1,great product best price flipkart new stock well shuttle slow good also advantage using shuttle tournament hosted india intermediate plus level use yonex mavis read
"perfectly suitable for outdoor, but there is not much diff with local storesREAD MORE",5,1,perfectly suitable outdoor not much diff local storesread
Awesome product at this price and amazing services. Love you Flipkart.READ MORE,5,1,awesome product price amazing service love flipkart read
Marvelous goodREAD MORE,5,1,marvelous goodread
"product is OK, nicely packed.READ MORE",5,1,product nicely packed read
This is duplicate product Shuttles are too fast like Red capPls dont buyREAD MORE,1,0,duplicate product shuttle fast like red cappls dont buyread
"packing was awesome,no destruction in shuttle,great service,READ MORE",5,1,packing awesome destruction shuttle great service read
nycREAD MORE,5,1,nycread
exellent productREAD MORE,5,1,exellent productread
Simply the best oneREAD MORE,5,1,simply best oneread
Nice one long lastingREAD MORE,4,1,nice one long lastingread
nice no wobbling  fly is perfect its orginal and some one boxes quality is badREAD MORE,1,0,nice wobbling fly perfect orginal one box quality badread
Quality productREAD MORE,4,1,quality productread
on time delivery. The product is original. 100% genuine.READ MORE,5,1,time delivery product original genuine read
"The seller is mixing good one with duplicates, 3 shuttle out of 6 was of fluctuation speed.  Means flight was not ok,  I almost bought 6 bundles, In kerala official rate 730, but he will give it for 699READ MORE",2,0,seller mixing good one duplicate shuttle fluctuation speed mean flight not almost bought bundle kerala official rate give read
Product quality is not goodREAD MORE,2,0,product quality not goodread
First class...:)READ MORE,5,1,first class read
NYC and original shuttle.READ MORE,5,1,nyc original shuttle read
condition is good but is available in market on the same priceREAD MORE,4,1,condition good available market priceread
it's goodREAD MORE,4,1,goodread
ratewise excellent.READ MORE,4,1,ratewise excellent read
Very disappointed with the shuttle quality. 3/6 shuttles wobble in the air. Zero starsREAD MORE,1,0,disappointed shuttle quality shuttle wobble air zero starsread
"I have bought it on Flipkart, I used the shuttle but 2 out of 6 shuttles were very bad and remaining 4 also lasted for half the time how the other original shuttles use to go.READ MORE",1,0,bought flipkart used shuttle shuttle bad remaining also lasted half time original shuttle use read
"good quality, durable and lasting..READ MORE",4,1,good quality durable lasting read
